book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
1139,The Mentor (1920),None,The Mentor (1920),,,"January 15, 1920","Vol 7 (23), Serial 195",,,The Art of the Vatican,
1140,The Mentor (1922),None,The Mentor (1922),,,"May, 1922",,,,"Moliere, Master Playwright",
1141,The Mentor,None,The Mentor,,,"December 15, 191",,,,"ex-coll, Francis Robinson, general curator, DIA",
1142,Winchester Folios,None,Winchester Folios,Alembic Press,"Winchester, Hampshire, UK",1982,,,,,
1143,Le Theatre,"Georges de Feure, Dutch, 1868-1943",Le Theatre,,,,,,,"ex-coll. Charles Boyer (Sotheby's L. A. auction, 1980)",
1144,Arts et Metiers Graphiques,None,Arts et Metiers Graphiques,,"Paris, FR","September 15, 19",,,,Caricatures,
1145,Trace sur L'eau,"Miro, Jean",Trace sur L'eau,Maeght Editeur,"Paris, FR",1963,,,,"(in silk clambox, 2 waterspots)Covers, original color lithographs; 14 photolithographs of watercolors; hand applied on onionskin paper; original etching, double page,.  Spectacular signature in red pencil.  93/100 rare",
1146,Print Collector's Quarterly (1948),None,Print Collector's Quarterly,William Edwin Rudge,"Woodstock, VT","November, 1948",Vol 29 (#3),,,,
1147,The Mezzotint Rediscovered,None,The Mezzotint Rediscovered,P & D Colnaghi & Co. Ltd.,"London, England",1975,,,,,
1148,"Lithographies, Gravures, Livres",None,"Lithographies, Gravures, Livres",alerie Maeght Lelong S.a.,Paris,1985,,,,,
1149,Die Passagiere Der Leeren Platze,"Nexo, Martin A. Nexo","Die Passagiere Der Leeren Platze (George Grosz, 12 drawings)",Malik-Verlag,Berlin,1921,,,,Short Stories,
1150,Five Hundred Years of Fine Prints. An exhibition 10 February-10 March 1976 (SOLD),None,Five Hundred Years of Fine Prints. An exhibition 10 February-10 March 1976 (SOLD),P and D Colnaghi,"London, England",1976,,,,,
1151,Early Lithography 1800-1840,None,Early Lithography 1800-1840,Annmary Brown Memorial Library,"Providence, RI",1968,,,,,
1152,The Mentor (1919),None,The Mentor (1919),,,"January 15, 1919","Vol. 6 (#23), Serial No. 171",,,Italy under war conditions,
1153,The Mentor (1919),None,The Mentor (1919),,,"July 1, 1919","Vol 7 (10), Serial No. 182",,,Spanish Painting,
1154,The Mentor (1920)  The Prints of Gerald L. Brockhurst,None,The Mentor (1920),,,"July 15, 1920","Vol 8 (11), Serial No. 207",,,The Deer Family,
1155,The Mentor (1916),None,The Mentor (1916),,,"August 15, 1916","Vol 4 (13), Serial No. 113",,,Game Animals of America,
1156,The Mentor (1919),None,The Mentor (1919),,,"March 15, 1919","Vol 7(3), Serial 175",,,"The story of iron and steel. $10.00The story of coal, $10.00The story of rubber, $10.00",
1157,The Mentor (1920),None,The Mentor (1920),,,"May 20, 1920","Vol 8(7), SErial No. 203",,,The story of chemistry,
1158,The Mentor,None,The Mentor,,,"December 15, 191","Vol  3(21), Serial No. 97",,,"John Miltonex-coll. Francis W. Robinson, Curator, DIA",
1159,The Mentor,None,The Mentor,,,"September 15, 19",Vol 3(15) Serial No. 91,,,William M. Thackeray,
1160,The Mentor (1914),None,The Mentor (1914),,,"May 1, 1914","Vol 2 (6), Serial No. 58",,,Holland,
1161,The Mentor,None,The Mentor,,,"September 1, 191",Vol 3(14) Serial No. 90,,,"Great Galleries of the world, The Louvre",
1162,The Mentor (1915),None,The Mentor (1915),,,"November 1, 1915",Vol 3(18) Serial No. 94,,,The Story of the Danube,
1163,"The Mentor, 1927",None,The Mentor,,,"April, 1927",,,,"Morgan, Blackbeard and Kidd, Pirates and  Pirate Pictures",
1164,The Mentor (1920),None,The Mentor (1920),,,"April 1, 1920","Vol 8(4), Serial No. 200",,,Scandinavian Writers,
1165,The Mentor (1916),None,The Mentor (1916),,,"May 1, 1916",Vol 4(6)  Serial No. 106,,,American Pioneer Prose Writers,
1166,Die Deutsche Graphik,"Bock, Elfried",Die Deutsche Graphik,Franz Hanfstaengl,"Munich, Germany",1922,,,,German Graphic Art,
1167,Die Gesicht Hamburgs (SOLD),"Masereel, Frans",Die Gesicht Hamburgs (SOLD),Asmus Verlag,Hamburg,,,,,,
1168,Die Glasfenster von Jerusalem,"Chagall, Marc",Die Glasfenster von Jerusalem,Herder,Freiburt,1979,2nd ed,,,n German,
1169,Master Prints of Five Centuries (SOLD),Alan and Marianne Schwartz Collection,Master Prints of Five Centuries (SOLD),Detroit Institute of Arts,"Detroit, MI",1990,,,,,
1170,The First World War in Posters,"Darracott, Joseph",The First World War in Posters,"Dover Publications, Inc.","New York, NY",1974,,,,,
1171,Personal Favorites,"Darracott, Joseph","Personal Favorites:  Fine Prints from the Collection of Carl F. Barnes, Jr. and Anna M. Barnes","Meadow Brook Art Gallery, Oakland University","Rochester, MI",2000,,,,,
1172,A Descriptive Bibliography of the Most Important Books in the English Language Relating to the Art & History of Engraving and th,"Levis, Howard C.",A Descriptive Bibliography of the Most Important Books in the English Language Relating to the Art & History of Engraving and th,Ellis,"London, England",1912,,,,Author's letter attached to inside front cover,
1173,Print Review #17,None,Print Review #17,"Pratt Graphics Center, Pratt Institute","New York, NY",1983,,,,,
1174,Poster Pleasures Vol XXIV,None,Poster Pleasures Vol XXIV,Poster Auctions International,"New York, NY",1997,,,,,
1175,Bild vom Stein: Die Entwicklung der Lithographie von Senefelder bis heute.,None,Bild vom Stein: Die Entwicklung der Lithographie von Senefelder bis heute.,Prestel-Verlag,Munchen,1961,,,,,
1176,Third International Biennial of Contemporary Color Lithography,None,Third International Biennial of Contemporary Color Lithography,Cincinnati Art Museum,"Cincinnati, OH",1954,,,,,
1177,American Lithographers 1900-1960: The Artists and Their Printers (SOLD),"Adams, Clinton",American Lithographers 1900-1960: The Artists and Their Printers (SOLD),University of New Mexico,"Albuquerque, NM",1983,,,,,
1178,The Contemporary Lithographic Workshop Around the World,"Knigin, Michael & Zimiles, Murray",The Contemporary Lithographic Workshop Around the World,Van Nostrands Reinhold,"New York, NY",1974,,,,,
1179,4th International Biennial of Contemporary Color Lithography.,None,4th International Biennial of Contemporary Color Lithography.,Cincinnati Art Museum,"Cincinnati, OH",1956,,,,,
1180,The Mezzotint:  History and Technique,"Wax, Carol",The Mezzotint:  History and Technique,"Abrams, Inc","New York, NY",1990,,,,Signed by Author,
1181,L'estampe Tome Premier and Tome Second Complete I Histoire Generale and II Album de Planches l' estampe,"Laran, Jean",L'estampe Tome Premier and Tome Second Complete I Histoire Generale and II Album de Planches l' estampe,Presse Universitaires de France,"Paris, FR",1959,,,,,
1182,"Paris, Vol 1","Haganey, Wolfgang","Paris, Vol 1","Edition Belevedere Co., Ltd.",Rome - Milan,1928-1929,,,,,
1183,American Prize Prints of the 20th Century,"Reese, Albert",American Prize Prints of the 20th Century,"American Artists Group, Inc.","New York, NY",1949,,,,,
1184,Prints: A Collector's Guide,"Kaplan, Ellen",Prints: A Collector's Guide,"Coward McCann, Inc.","New York, NY",1983,,,,,
1185,"The Art of the Print: Masterpieces, History, Techniques: Masterpieces, History, Techniques","Eichenberg, Fritz","The Art of the Print: Masterpieces, History, Techniques: Masterpieces, History, Techniques","Harry N. Abrams, Inc.","New York, NY",1976,,,,,
1186,"A Treasury of the World's Great Prints. A collection of the best-known woodcuts, etchings, engravings & lithographs","Longstreet, Stephen","A Treasury of the World's Great Prints. A collection of the best-known woodcuts, etchings, engravings & lithographs",Simon & Schuster,"New York, NY",,1961,,,,
1187,The American Mercury,"Mencken, H. L.",The American Mercury.,Knoph,"New York, NY","March, 1926",Vol. VII No. 27,,,,
1188,International Studio,"Holme, Charles, Editor",International Studio,John Lane Company,"New York, NY",Sept. 1905,,,,,
1189,Gebrauchsgraphik (19260,None,Gebrauchsgraphik  American Advertising art and artists,,,1926,,,,,
1190,International Studio,None,International Studio,International Studio,"New York, NY","June, 1925",,,,,
1191,The Brilliance of Art Deco,"Robinson, Julian",The Brilliance of Art Deco,Bartley & Jensen,"New York, NY",1913,,,,,
1192,The Healing Work of Art: From the Collection of Detroit Receiving Hospital,"Walt, Irene, ed.",The Healing Work of Art: From the Collection of Detroit Receiving Hospital,Detroit Receiving Hospital,"Detroit, MI",2007,,,,,
1193,Color Prints International,"Platte, Hans",Color Prints International,"Atlantis Books, Inc.","New York, NY",1964,,,,,
1194,The Artist in his Studio,"Liberman, Alkexander",The Artist in his Studio,Viking Press,"New York, NY",1960,,,,"2 copies:  hardback @ $125.00, paperback @ $30.00",
1195,The Burlington Magazine for Connoisseurs,None,The Burlington Magazine for Connoisseurs-Illustrated and Published Monthly,"The Burlington Magazine, Ltd.","London, England","June, July, Augu",Vol 2,,,,
1196,Saturday Evening Post,None,Saturday Evening Post,,,"January 2, 1943",,,,Joseph Leyendecker 1874-1951,
1197,Mantegna to Meryon,None,Mantegna to Meryon,P. D. Colnaghi,London,"January 2, 1943",,,,,
1198,Travel Magazine,None,Travel Magazine,,,"October, 1915",,,,,
1199,The Theatre,None,The Theatre,,,"July, 1907",,,,Anna HeldBritish Theatrical OrganizationsBalletThe Collosseum,
1200,The Theatre,None,The Theatre,,,"March, 1907",,,,"ShawNazimovaEthel BarrymoreForbes Robertson""Salome"" at MetJoe Weber",
1201,The Theatre,None,The Theatre,,,"June, 1907",,,,Nazimova (cover)Ellen TerryCrossing Niagara Falls on a RopeShakespeareDr. Faustus at Princeton,
1202,The Theatre,None,The Theatre,,,"May, 1907",,,,"Tolstoy on Shakespearegreat ads:  cars, Coca-Cola, etc.",
1203,Saturday Evening Post,None,Saturday Evening Post,,,"January 11, 1936",,,,"Brown Country, INAliens on ReliefThe Hurricancover, Monte Crews",
1204,Saturday Evening Post,None,Saturday Evening Post,,,"November 18, 193",,,,Helen Hayes; car ads for 1940s models,
1205,Saturday Evening Post (cover only),None,Saturday Evening Post (cover only),,,"March 2, 1907",,,,by Paul Branson,
1206,Saturday Evening Post (cover only),None,Saturday Evening Post (cover only),,,"July 28, 1928",,,,,
1207,The Fine Arts (magazine),None,The Fine Arts (magazine),,,February 1932,,,,RaeburnBenchesWinslow Homer,
1208,Old Master Drawings,None,Old Master Drawings,P. D. Colnaghi,"London, England",1974,,,,,
1209,The Ladies' Home Journal,None,The Ladies' Home Journal,,,"February, 1956 a",,,,"Dr. Spock  Mary Cassatt (1 p. illustrated) (1956)Dr. Spock, Renoir, Queen Alexanderia of Greece, part. 2",
1210,Look,None,Look,,,"September 19, 19",,,,,
1211,Flair,None,Flair,,,July 1950,,,,,
1212,Arts et Metiers Graphiques (Paris),None,Arts et Metiers Graphiques (Paris),,,1932,28,,,,
1213,The London Anthology,"Massingham, Hugh & Pauline",The London Anthology,Spring Books,"London, England",1974,,,,,
1214,Insectes,"Seguy, E. A.",Insectes,Pomegranate Press,"Petaluma, CA",1992,,,,,
1224,"The Collector's Magazine, Vols. 1 - 3","Austin, Stanley Elston and Glover, R. Sydney","The Collector's Magazine, Vols. 1 - 3",,,1905,,,,,
1215,The Flowering of Art Nouveau Graphics,"King, Julia",The Flowering of Art Nouveau Graphics,Peregrine Smith Books,"Salt Lake City, UT",1990,,,,,
1216,Graphic Arts in the Twentieth Century,"Stubbs, Wolf",Graphic Arts in the Twentieth Century,Frederick A. Praeger,"New York, NY",1962,,,,,
1217,"Ambroise Vollard, Prints, Books, Bronzes","Johnson, Una E.","Ambroise Vollard, Prints, Bronzes",Museum of Modern Art,"New York, NY",1977,,,,,
1218,America Etchers Vol X,"Rosenberg, Louis C.",American Etchers Vol X,Crafton Collection,"New York, NY",1930,,,,,
1219,American Etchers Vol. VI,"Heintzelman, Arthur W.",American Etchers Vol. VI,Crafton Collection,"New York, NY",1930,,,,,
1220,The European Fine Art Fair Maastricht 09.,None,The European Fine Art Fair Maastricht 09.,European Fine Art Foundation,Helvoirt,2009,,,,,
1221,Art Deco Prints,"Ercoli, Guiliano",Art Deco Prints,Rizzoli,"New York, NY",1989,,,,,
1222,"Wake Up, America",None,"Wake Up, America",,,,,,,,
1223,Twentieth-Century Graphics,"Adhemar, Jean",Twentieth-Century Graphics,Praeger,"New York, NY",1971,,,,,
1225,Selections from the Wayne State University Art Collection,"Bilaitis, Richard J.",Selections from the Wayne State University Art Collection,Wayne State Univerisity Press,"Detroit, MI",1992,,,,2 copies,
1226,Master Prints: Winter 1991,"Theodoli, Olimpia",Master Prints: Winter 1991,Self Published,"London, England",1991,,,,,
1227,Print Review #20,None,Print Review #20,"Pratt Graphics Center, Pratt Institute","New York, NY",1985,,,,,
1228,"Mr. Currier and Mr. Ives: A Note on Their Lives and Times - With 32 Illustrations in Color, and Black and White","Crouse, Russel","Mr. Currier and Mr. Ives: A Note on Their Lives and Times - With 32 Illustrations in Color, and Black and White","Doubleday, Doran & Company, Inc.,","Garden City, NY",1931,,,,,
1231,Prints And Drawings Of The Danube School - An Exhibition of South German and Austrian graphic art of 1500 to 1560.,"Talbot, Charles",Prints And Drawings Of The Danube School - An Exhibition of South German and Austrian graphic art of 1500 to 1560.,Yale University Art Gallery,New Haven,1969,,,,,
1232,Masks Of West Africa,"Underwood, Leon",Masks Of West Africa,"Alec Tiranti Ltd,","London, England",1948,,,,,
1236,Art in Seventeenth  Century Italy,None,Art in Seventeenth  Century Italy,P. & D. Colnaghi & Co. LTD,"London, England",1972,,,,,
1234,Artist's Proof the Annual of Prints and Printmaking Volume XI (11),"Eichenberg, Fritz",Artist's Proof the Annual of Prints and Printmaking Volume XI (11),The Pratt Graphic Art Center,"New York, NY",1971,,,,,
1235,Romantic Art in Britain: Paintings and Drawings 1760-1860,"Cummings, Frederick, et al.",Romantic Art in Britain: Paintings and Drawings 1760-1860,Detroit Institute of Arts,"Detroit, MI",1968,,,,,
1237,"Masters of Modern Etching, #3, Anders Zorn","Salaman, Malcolm","Masters of Modern Etching, #3, Anders Zorn",The Studio,"London, England",1951,,,,2 Copies,
1238,Les Lithographies de Renoir,"Roger-Marx, Roger",Les Lithographies de Renoir,Editions du Livre,Monte Carlo,1925,,,,,
1239,"Masters of Modern Etching, #18, H. Rushbury","Salaman, Malcolm","Masters of Modern Etching, #18, H. Rushbury",The Studio,"London, England",1925,,,,,
1240,My Share of Wine: The Memoirs of Anton Schutz,"Schutz, Anton",My Share of Wine: The Memoirs of Anton Schutz,"New York Graphic Society, Ltd.","Greenwich, CT",1972,,,,,
1241,Kick Out the Jams: Detroit's Cass Corridor,None,"Kick Out the Jams: Detroit's Cass Corridor, 1963-1977 the Detroit Institute of Arts, July 13-September 14, 1980","Detroit Institue of Arts,","Detroit, MI",1980,,,,,
1835,Andy Warhol: Space Fruit: Still Lifes,"Zimmer, William",Andy Warhol: Space Fruit: Still Lifes,Grippi/Zivian,"New York, NY",1979,,,,,
1242,Northeast Folio Produced to Accompany an Exhibition of Works by Contemporary Botanical Printmakers,"Brindle, John V and James J White",Northeast Folio Produced to Accompany an Exhibition of Works by Contemporary Botanical Printmakers,Carneghie-Mellon University Press,"Pittsburgh, PA",14 May to 14 Sep,,,,,
1243,Arts et Metiers Graphiques (Paris) #6,None,Arts et Metiers Graphiques (Paris) #6,,,"July, 1928",,,,,
1244,Painting A Place In America,"Kleeblatt, Norman L. and Chevlowe, Susan","Painting A Place In America, Jewish Artists in New York, 1900-1945",The Jewish Museum/Indiana University Press,"New York and Bloomington, Indiana",1991,,,,,
1246,American Etchers Vol III,"Hassam, Childe",American Etchers Vol III,Crafton Collection,"New York, NY",1930,,,,,
1247,American Etchers Vol II,Hutty Alfred,American Vol II,"The Crafton Collection, Inc.","New York, NY",1929,,,,,
1248,American Etchers IV,"Kappel, Philip",American Etchers IV,"The Crafton Collection, Inc.","New York, NY",1929,,,,,
1249,American Etchers Vol I,"Roth, Ernest D.",American Etchers Vol I,"The Crafton Collection, Inc.","New York, NY",1929,,,,,
1250,American Etchers Vol VIII:  Kerr Eby,None,American Etchers Vol VIII:  Kerr Eby,The Crafton Collection,"New York, NY",1930,,,,,
1251,Masters of Modern Etching #26:  Martin Lewis,"Salaman, Malcolm",Masters of Modern Etching #26:  Martin Lewis,The Studio,"London, England",1931,,,,,
1252,"Arthur William Heintzelman, Modern American Etchers","Arms, John Taylor","Arthur William Heintzelman, Modern American Etchers",Milton Balch & Co,"New York, NY",1927,,,,,
1253,"Fine Prints of the Year, Annual Review of Contemporary Etching, Engraving & Lithography","Dodgson, Campbell, Editor","Fine Prints of the Year, An Annual Review of Contemporary Etching, Engraving, & Lithography","Minton, Balch & Co.","New York, NY",1923-1938,,,,Vols. 1-16,
1254,Les Maitres de l'Affiche,"Berthon, Paul",Les Maitres de l'Affiche,Librairie Chaix,Paris,1897,,,,,
1255,Camille Pissarro,"Shapiro, Barbara S.","Camille Pissarro, the Impressionist Printmaker",Museum of Fine Arts,"Boston, MA",1973,,,,,
1256,Impressionist Prints,"Passeron, Roger",Impressionist Prints,"E. P. Dutton & Co., Inc.","New York, NY",1974,,,,,
1257,International Studio,None,International Studio,John Lane,"New York, NY",1904,3 Vols,,,,
1258,Inedited Works of Bakst,"Reau, Louis, et al",Inedited Works of Bakst,Brentano's,"New York, NY",1927,600,,,,
1259,Siberia,"Sutzkever, Abraham",Siberia,Abelard-Schuman,London,1953,,,,With a letter on the poem and drawings by Marc Chagall,
1260,"Chagall, Peintures, 1942-1945","Degand, Leon, intro.","Chagall, Peintures, 1942-1945",Les Editions du Chene,Paris,1947,,,,Poeme du Paul Eluard,
1261,Marc Chagall:  The Graphic Works,"Chagall, Marc",Marc Chagall:  The Graphic Works,"Thames and Hudson, Ltd.","London, England",1957,,,,,
1262,Fortune (Magazine),None,Fortune (Magazine),,,1931,,,,"Car ads, etc., Lacks cover",
1263,Fortune (Magazine),None,Fortune (Magazine),,,"May, 1933",,,,Lacks cover,
1264,Fortune (Magazine),None,Fortune (Magazine),,,"January, 1943",,,,"Lacks Cover, Schreiber ill.",
1265,James McNeill Whistler:  The Strident Cry of the Butterfly,"Chaleyssin, Patrick",James McNeill Whistler:  The Strident Cry of the Butterfly,Parkstone Press,"Bournemouth, UK",1995,,,,,
1266,Paul Westheim's Art Magazine,None,Paul Westheim's Art Magazine,,,1922,,,,"French art:  Derain, Braque",
