book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
383,"Hockney, David",Nikos Stangos (ED.),David Hockney by David Hockney,Harry N. Abrams,NY,1976,,10 in x 8 5/8,fine condition,"intro. by Henry Geldzahler; 312 pp., hard cover (dark green cloth with gold letters); d.j.",
384,,,"David Hockney, Prints and Drawings catalogue",International Exhibitions Foundation,"Washington, DC",1978,,11 x 8 in,fine condition,"32 pp., soft cover",
385,,,"David Hockney, Paintings, prints and drawings, 1960-1970",Whitechapel Art Gallery,London,1970,,11 x 7 in,very good condition,"foreword and interview by Mark Glazebrook; 100pp., soft cover",
386,,,Hockney Posters,Harmony Books,NY,1987,,14 in x 10 in,fine condition,"128 posters; intro. by Eric Shanes; hardbound (blue with silver letters), d.j.",
387,,,"David Hockney, Print Retrospective Catalogue",M. Knoedler & Co.,NY,1973,,9 x 6,fine condition,34 works; soft cover,
519,"Matisse, Henri",,"Henri Matisse, Donation Jean Matisse",Bibliotheque Nationale,Paris,1981,,9 1/2 x 7,fine,"in French; 190 pp., 169 works",
388,"Hodgkin, Howard",,"Howard Hodgkin, Prints 1977 to 1983",The Tate Gallery,London,1983,,8 in x 8 in,as new,"foreword by Alan Bowness, intro. by Richard Morphet, 60 pp., soft cover",
389,,,"Howard Hodgkin, Graphic Work Catalogue",Lumley Cazalet,London,1990,,5 in. x 6 in.,as new,"Ò14 hand coloured lithographs and etchings 1977-1987Ó, intro. by John Russell; soft cover",
390,"Hodler, Ferdinand               ",,"Ferdinand Hodler 1853-1918       exhibition catalogue, (in German)",Wiener Secession,,1963,,8 in x 6 in,fine condition,,
391,"Hoffbauer, Charles",,"Charles Hoffbauer (1875-1957), Drawings, Temperas and Oil Paintings","Gropper Art Gallery, W. Somerville",MA,,,8 in x 10 in,,"unpag., 52 works, light spotting on front cover, otherwise fine",
392,"Hofmann, Gerhard",,"Gerhard Hofmann, Radierungen, 1994-2000",Manus Presse,Stuttgart,2000,,12 in x 9 in,as new,"63 pp., edition of 2000; hard cover, dark blue cloth with silver design and letters",
393,"Hogarth, William",Joseph Burke and Colin Caldwell,"Hogarth, the Complete Engravings","Harry N. Abrams,",NY,1968,,13 3/8 x 9 in,,"30 pp, plus 267 plates; hardbound (brown cloth with gold letters), d.j., small inscription by previous owner on first blank page, otherwise fine",
394,"Hogarth, William",,"William Hogarth 1697-1764, Engravings, an exhibition of all the major sets and single prints in early impressions; catalogue",William Weston Gallery,London,1990,,8 in x 5 7/8,fine condition,32 works; soft cover,
395,"Hohlwein, Ludwig",Prof. H.K. Frenzel (ed.),Ludwig Hohlwein,,"Phoenix, Berlin",1926,,12 1/8 x 9 3/8,,"intro. by Dr. Walter Schubert; in English and German, 223 plates; hardcover (blue cloth with gold letters); binding discolored, faded, spine worn; interior fine",
686,"Klein, Karen Anne","Klein, Karen Anne",Papaver,chicken in a Snowstorm Press,Michigan,2008,100,6.5in x 6.5in,new,One of a botanical series of small books with envelopes.  Each one looks at a specific plant.  The challenge of the annual endeavor is to retain the same format but introduce something unique.  The printing process is photocopy.,papaver
397,"Hopper, Edward",,Prints by Edward Hopper catalogue,Susan Sheehan Gallery,NY,1988,,9 in. x 6 in.,fine condition,"unpag., 15 works, soft cover",
398,Hsiao Chin,Gualtiero Schonenberger,Hsiao,Giampaolo Prearo,Milan,1972,,11 1/8 x 8,fine condition,"in English and Italian; 52 pp., foldouts,stiff boards",
399,,Elvirio Maurizi,Hsiao Chin: la Poesia del Tao,Pinacoteca Comunale,,1979,,9 5/8 x 6 in,as new,in Italian; edition limited to 1000; soft cover,
400,"Hundertwasser, Friedrich","Walter Koschatzky, with Janine Kertesz","Friedensreich Hundertwasser, The complete graphic work 1951-1986",Rizzoli,NY,1986,,,fine condition,"in English; 236 pp., full color plates; hardbound (black cloth with silver letters; pasted reproduction on front cover; d.j.",
401,,,"Hundertwasser, Important Works,    catalogue",Landau Fine Arts,Montreal,1995,,12 x 11,fine condition,"color plates, edition limited to 1000; glossy paper covers, black with gold embossment",
402,"Hurd, Peter",John Meigs (ed.),"Peter Hurd, the Lithographs",Baker Gallery Press,"Lubbock, TX",1969,,12 in x 9 in,fine condition,"intro. by Andrew Wyeth; 2nd edition, notes by Peter Hurd; 23 pp. plus 60 plates; hardcover (blue cloth with gold letters), d.j.",
403,"Hyde, Helen         ",Tim Mason and Lynn Mason,Helen Hyde,catalogue by Smithsonian Inst. Press,Washington and London,1991,,10 x 8,as new,"120pp., softcover",
404,"Icart, Louis",S. Michael Schnessel,Icart,"Clarkson Potter, Pub.",NY,1976,,12 x 9,,"intro. by Katharine M. McClinton, 178 pp., softcover; fine (residue of removed bookplate on 1st title page)",
405,"Indiana, Robert",Susan Sheehan,"Robert Indiana Prints, a Catalogue Raisonne 1951-1991",Susan Sheehan Gallery,NY,1991,,12 in x 9 in,fine condition,"intro. and interview by Poppy G. Orchier, 96 pp., hardbound",
406,"Jacoulet, Paul",Richard Miles,The Prints of Paul Jacoulet    A Complete Illustrated Catalogue,"Robert G. Sawers, pub.",London,1982,,11 in x 8 inÓ,very good condition,"in conjunction with the exhibition at the Pacific Asia Museum, Pasadena, CA, 1982.  Foreword by David Kamansky.  140 pp., softcover",
407,,Richard Miles,Watercolors of Paul Jacoulet,Pacific Asia Museum and Meilinki Enterprises,"Pasadena, CA",1989,,10 3/8 x 8 3/8,as new,"84 pp., soft cover",
408,,Florence Wells,"Paul Jacoulet, Wood-Block Artist",Foreign Affairs Assoc.,Tokyo,1957,,9 1/2 x 6 in,fine condition,"41 pp., includes original small woodcut ÒSnowy Night, Korea; soft cover, string bound at spine",
409,"Janssen, Horst         ",,"Horst Janssen, Works on Paper   (in German)  catalogue 17",Galleria Henze,"Campione dÕItalia, Switz.",,,8 in x 5 in,very good condition,"unpag., 93 works, soft cover",
410,"Janssen, Horst        ",,Horst Janssen    catalogue 105,Galerie Wolfgang Ketterer,Munich,1975,,10 in x 7 in,very good condition,"in German; 24 pp., 83 works",
411,,Riva Castleman,"Jasper Johns, a Print Retrospective",Museum of Modern Art,NY,1986,,11 in x 9 in,fine condition,"148 pp., hard cover (grey cloth, gold letters), d.j.",
412,,Richard S. Field,"Jasper Johns, Prints 1960-1970",Philadelphia Museum of Art,,1970,,11 x 10 in,very good condition,"unpag., 128 works, soft cover",
413,,Richard S. Field,"Jasper Johns, Prints, 1970-1977",Wesleyan Univ.,"Middletown, CT.",,,11 x 10,very good condition,"127 pp., soft cover",
414,"Kainen, Jacob",,"Jacob Kainen, Prints, a Retrospective",Smithsonian Inst. Press,Washington D.C.,1976,,10 in x 8  in,very good condition,"foreword by Joshua C. Taylor, essay by Janet A. Flint, 96 pp.",
415,"Kandinsky, Wassily",,The Graphic Work of Kandinsky,International Exhibitions Foundation,,1973,,11 x 10 in,fine condition,"a Loan Exhibition,  intro. and catalogue by Hans Konrad Roethel, preface by Thomas M. Messer, foreword by Michael Petzet, 87 pp.",
416,"Kandinsky, Wassily    ",,"Wassily Kandinsky, 1866-1944, Original Woodcuts for Klange, 1911, in colour and black and white",William Weston Gallery,London,1982,,6 x 4 in,fine condition,"24 works, softcover",
417,"Katz, Alex",Nicholas P. Maravell,"Alex Katz,The Complete Prints",Alpine Fine Arts,NY,1983,,11 5/8 x 10 in,as new,"inter-view by Carter Ratcliff, 252 pp., hardbound, paste down portrait on front cover",
418,,Barry Walker,"Alex Katz, a Print Retrospective",Brooklyn Museum and Burton Skira,NY,1987,,12 3/8 x 9 in,fine condition,"109 pp., softbound, unpag., limited to 2,000 copies; softcover",
419,"Kay, John",,"John Kay, Original Portraits",Munson-Williams-Proctor Inst.,"Utica, NY",1964,,8 in x 6 in,fine condition,"unpag., limited to 2,000 copies; softcover",
420,"Keith, Elizabeth",Richard Miles,"Elizabeth Keith, The Printed Works",Pacific Asia Museum,"Pasadena, CA",1991,,11 x 8,as new,"80 pp., softcover",
421,"Kelly, Ellsworth",Richard H. Axsom,"The Prints of Ellsworth Kelly, a Catalogue Raisonne 1949-1985",Hudson Hills Press,NY,1987,,12 x 9,very good condition,softcover,
422,"Kent, Rockwell",Dan Burne Jones,"The Prints of Rockwell Kent, a Catalogue Raisonne",Univ. of Chicago Press,"Chicago, London",1975,,12 in x 9 in,fine condition,"foreword by Carl Zigrosser, 219 pp., clothbound, pastedown of KentÕs name on front cover; d..j. (some scuffing)",
423,,Rockwell Kent,"Rocwellkentiana, few words & many pictures",Harcourt Brace,NY,1933,,10 in x 8 in,,"56 pp. plus bibliography; hardbound (edges worn), d.j. poor; inside front cover, in ink $apos;Victoria Hutson Huntley, Fern Park, Florida$apos;",
424,"Kenyon, Henry Rodman        ",Eldon N. Van Liere and Julia L. Muney,"Henry Rodman Kenyon, 1861-1926",Ball State Univ. Art Gallery,"Muncie, IN",1987,,10 x 8,as new,52 pp.,
425,,,"Americans in Brittany and Normandy, 1860-1910",Phoenix Art Museum,,1982,,11 x 8 in,very good condition,"catalogue and essay by David Sellin; preface by James K. Ballinger; 230 pp., inscription on title page in red ink: $apos;Arnold and Karen Klein, Thanks for your kindness, David Sellin$apos;; Kenyon, p. 162; softcover,",
426,,Margaret West Kinney,A Catalogue Raisonne of the Etchings and Drypoints of Troy Kinney,Doubleday Doran,NY,1929,,12 in x 9 in,very good condition,"intro. by Royal Cortissoz, essay by Troy Kinney; 80 pp., hardbound, leather title top of spine",
427,"Kipniss, Robert",,"Robert Kipniss, The Graphic Work",Abaris Books,NY,1980,,11 in x 9 in,very good condition,"Preface by Karl Lunde, 205 pp., hardbound, d.j.,",
428,"Kirchner, Ernst Ludwig",,"Ernst Ludwig Kirchner, Oils, Watercolours, Drawings and Graphics    catalogue",Marlborough Fine Art,London,1969,,11 in x 8 in,very good condition,"56 pp., soft cover,",
429,"Kirchner, Ernst Ludwig         ",,Ernst Ludwig Kirchner exhibition ,Roman Norbert Ketterer Gallery,"Campione d$apos;Italia, Switz.",1980,,10 5/8 x 7 7/8,fine condition,"(in German); 168 pp., softcover",
430,,,"Ernst Ludwig Kirchner, Der Fruhe Holzschnitt 1904 bis 1908","Galerie Henze & Ketterer, Bern",,,,10 5/8 x 7 7/8,fine condition,"(in German), Cat. 70, 2003; ed. 3500; 75 pp., softcover",
431,"Kirchner, Ernst Ludwig      ",," Ernst Ludwig Kirchner, zum 120. Geburtstag   ","Galerie Henze & Ketterer, Bern",,,,10 5/8 x 7 7/8,fine condition,"(in German), Cat. 59, 2000; ed. 3000; 63 pp., softcover",
432,"Kirchner, Ernst Ludwig     ",,"Ernst Ludwig Kirchner, Sammlung Lise Gujer   Auction catalogue 131","Kornfeld & Klipstein, Bern",,1968,,10 in x 7 in,fine condition,"(in German), unpag., 100 works; softcover",
433,,,"Ernst Ludwig Kirchner, die Davoser Jahre, 1917-1938,   Cat. 22","Galleria Henze, Campione dÕItalia, Switz.",,1980,,8 in x 5 in,very good condition,"(in German), ed. 5000, softcover,",
434,"Kirchner, Ernst Ludwig        ",,Ernst Ludwig Kirchner exhibition ,Galerie Roman Norbert Ketterer,"Campione dÕItalia, Switz.",1971,,10 5/8 x 7 7/8,very good condition,"(in German), 165 pp., softcover",
435,"Klee, Paul",,50 Werke von Paul Klee     Auction 156,Kornfeld & Klipstein,Bern,1975,,10 7/8 x 7 5/8,very good condition,"(in German), unpag., softcover",
436,,James Thrall Soby,The Prints of Paul Klee,Museum of Modern Art,NY,1947,,12 in x 9 in,very good condition,2nd ed. 2000 copies; softcover book plus 40 reproductions in clothbound box,
437,"Kleinholz, Frank",August L. Freundlich,Frank Kleinh;  the Outsider,Univ. of Miami Press,"Coral Gables, FL",1969,,11 in x 8,,"127 pp., hardcover, fine, d.j. some wear",
438,"Klimt, Gustav",Werner Hofmann,Gustav Klimt,New York Graphic Soc.,"Greenwich, CT",1974,,10 in x 11 in,fine,"3rd printing, 60 pp. plus plates, hardbound (black cloth with gold letters),  d.j., wrinkle top rt., scuffing bottom",
439,"Klinger, Max",,"Max Klinger, 1837-1920, prints and drawings from the collection of Georg Hirzel",Garton & Co.,"Devizes, Wiltshire",1993,,11 in x 8 in,fine,"Cat. 57, intro. by Robin Garton; 40 pp., softcover,",
440,,Hans Wolfgang Singer,"Max Klingers Radierungen, Stiche und Steindrucke",,"Martin Gordon, NY",1978,,10 in x 8 in,fine,"(in German); 148 pp. + 69 pp., hardbound",
441,,,Graphic Works of Max Klinger,,"Dover, NY",1977,,12 x 9,fine,"intro., notes and bibliography by J. Kirk T. Varnedoe with Elizabeth Streicher, foreword by Dorothea Carus, softcover,",
442,"Knight, Laura",G. Fredric Bolling and Valerie A. Withington,"The Graphic Work of Laura Knight, including a catalogue raisonne of her prints",,,,,10 in x 8 in,as new,"foreword by Irving Grose; Scolar Press, Aldershot, Hants., 1993; 154 pp., inscription in ink on first blank page:  $apos;For Arnold Klein, With many thanks and so much respect and love, Fred Bolling and Valerie Withington, Feb. 22, 1997$apos;; hardbound",
444,"Kollwitz, Kathe        ",," The Graphic Work of Kathe Kollwitz, complete illustrated catalogue compiled by Dr. August Klipstein",Galerie St. Etienne,New York,1955,,11 in x 8 in,fine,"(in German); Maurizio Martino, Mansfield Center, CT; ""This reprint is strictly limited to 200 copies""; 359 pp., hardbound (red cloth, gold letters on spine)",
445,"Kollwitz, Kathe           ",Ludwig Kaemmerer,"Kathe Kollwitz, Griffelkunst und Weltanschauung   ",Emil Richter Verlag,Dresden,1923,,11 x 8 in,very good,"(in German), 70 pp. + 54 plates; thick boards, cloth spine",
446,,,"Kathe Kollwitz, exhibition catalogue, drawings and prints","Galerie St. Etienne, Kennedy Galleries",,1976,,11 x 8,fine,"81 pp., softcover,",
447,,,"Kathe Kollwitz, 1867-1945, catalogue of prints",William Weston Gallery,London,1989,,6 x 4 in,fine,"unpag., 25 works; softcover",
448,,,"Kathe Kollwitz, Rare Prints and Drawings Catalogue",Peter Deitsch Fine Arts,New York,1970,,6 x 9,very good,"unpag., 50 works",
449,"Kollwitz, Kathe                  ",Hans Kollwitz (ed.),The Diary and Letters of Kaethe Kollwitz ,Northwestern Univ. Press,"Evanston, IL",1988,,10 x 7,fine,200 pp. + 48 plates; softcover,
450,,Renate Hinz (ed.),"Kathe Kollwitz, Graphics, Posters, Drawings",Pantheon Books,New York,1981,,12 in x 9 in,fine,"foreword by Lucy R. Lippard, 146 pp., softcover",
451,,"Otto Nagel with Sibylle Schallenberg-Nagel, Hans Kollwitz, Werner Timm","Kathe Kollwitz, Die Handzeichnungen",Henschelverlag Kunst und Gesellschaft,Berlin,1980,,12 in x 9 in,fine,"(in German); 2nd ed., 474 pp., hardcover, d.j.",
452,"Krasner, Lee                            ",Ellen G. Landau,"Lee Krasner, a Catalogue Raisonne ",Harry N. Abrams,New York,1995,,,fine,"with Jeffrey D. Grove, 336 pp., hardcover (black cloth with gold letters)",
453,,,"Lee Krasner, Paintings from 1965 to 1970",Robert Miller,New York,1991,,11 x 11,fine,"organized by John Chiem with contributions by Edward Albee, Lisa Liebmann, Stephen Westfall, unpag., softcover,",
454,"Krasner, Lee                          ",Barbara Rose,Lee Krasner: A Retrospective ,"Museum of Fine Arts, Museum of Modern Art","Houston, NY",1983,,10 x 9,very good,"184 pp., 139 b/w illustrations, 33 color), softcover",
455,"Kuniyoshi, Yasuo",Richard A. Davis,"The Graphic Work of Yasuo Kuniyoshi, 1893-1953",,,,,11 x 8 in,fine,"Journal of the Archives of American Art, Vol. 5, No. 3, July 1965; 20 pp., softcover",
456,"Kuhler, Otto             ",,The Etchings of $apos;Otto Kuhler$apos;  exhibition catalogue,Kennedy Galleries,New York,1985,,12 x 6,fine,intro. by Jonathan Greenberg; 58 works; softcover,
457,"Laboureur, Jean-Emile",,"Jean-Emile Laboureur (1877-1943), Prints, Drawings and Books, A Centenary Tribute",French Institute,New York,1977,,9 in x 7,fine,"intro. by Robert Allen, letter by Max Jacob, testimonial by Andre Dunoyer de Segonzac, 62 pp.",
458,,,"Jean-Emile Laboureur, Pinturas y Grabados",Generalitat Valenciana,Valencia,2000,,7 7/8 x 10 in,fine,"contributions by Juan Bonet, Carlos Perez, Sylvain Laboureur, Serge Fauchereau; in Spanish, with English translations pp. 146-164; 164 pp.",
459,,,"Jean-Emile Laboureur, Gravures et lithographies individuelles",,,,,8 in x 5 in,as new,"(Catalogue complet de lÕoeuvre), Ides et Calandes, Neuchatel, Vol. I, 1989 (in French); 826 pp.; (the 2 vols. $350.)",
460,,,"Jean-Emile Laboureur, Livres Illustres",,,,,8 in x 5 in,as new,"(Catalogue complet de lÕoeuvre), Ides et Calendes, Neuchatel, Vol. II, 1990, (in French);   663 pp.; (the 2 vols. $350.)",
461,"Landau, Jacob",,"Jacob Landau, Woodcuts and Lithographs, exhibition catalogue",Associated American Artists,New York,1970,,9 x 6,fine,"unpag., intro. by Alan Fern",
462,"Landeck, Armin",June and Norman Kraeft,"Armin Landeck, The Catalogue Raisonne of His Prints",June 1 Gallery,"Bethlehem, CT",1977,,11 x 8 in,fine,"signed in ink by the authors, numbered 273/925; tributes by John Taylor Arms, Prentiss Taylor, Stow Wengenroth; also Albert Reese, Armin Landeck; 115 pp., softcover",
463,,June Kraeft and Norman Kraeft,"Armin Landeck, The Catalogue Raisonne of His Prints",Souther Illinois Univ. Press,Carbondale and Edwardsville,1994,2nd ed/revised and enlarged,11 in x 8 in,fine,"deluxe edition, numbered 12/100 (regular edition 1200); signed in ink on colophon page, $apos;June Kysilko Kraeft, Norman Kraeft$apos;; inside back cover, loose, original drypoint, $apos;Sunset Palace Large$apos;, signed in pencil, dated 1938, $apos;Sunset Palace Lodge$apos;, ed. 100, K. 69; 208 pp., hardbound, (tan cloth with gold letters), d.j.",
464,"Lasansky, Mauricio",,Lasansky: Printmaker,Univ. of Iowa Press,"Iowa City, IA",1975,,11 in x 9 5/8,fine,"foreword by Carl Zigrosser; contributions by Alan Fern, Stephen Rhodes; 166 pp., hardbound (dark blue cloth with gold letters), d.j.",
465,"Lawrence, Jacob",,"Jacob Lawrence, Thirty Years of Prints, 1963-1993",Francine Seders Gallery / Univ. of Washington Press,Seattle / Seattle and London,1994,,9 in x 9 in,fine,"essay by Patricia Hills, intro. and catalogue by Peter Nesbett, 64 pp.",
466,"Laurencin, Marie",Daniel Marchessau,Catalogue Raisonne de l$apos;Oeuvre Grave de Marie Laurencin,"Editions dÕArt, Kyuryudo Ltd.",Tokyo,1981,,13 in x 10 in,fine,"(in Japanese and French), 181 pp., softcover",
467,"Lee-Hankey, William",Martin Hardie,"The Etched Work of W. Lee-Hankey, R.E. from 1904 to 1920",L.H. Lefevre & Son,London,,,11 in x 9,very good,"n.d., Òordinary editionÓ numbered 194 of total edition of 350; plates + 97 pp., partially uncut, hardbound (linen with gold letters)",
468,"Leger, Fernand",Lawrence Saphire,"Fernand Leger, The Complete Graphic Work",Blue Moon Press,New York,1978,,13 x 9 in,fine,"preface by Fernand Mourlot, numbered 48 of edition of 1750 in English (total of original edition is 3110 copies); 319 pp., hardbound (linen with black letters), d.j.",
469,"Legrand, Louis",,"Louis Legrand, an Exhibition of Prints & Drawings",Jack Rutberg Fine Arts,Los Angeles,1983,,11 in x 8 in,fine,"6 pp. folded stiff paper, with biographical account",
470,,,"Louis Legrand, 1863-1951, Etchings and Drypoints   catalogue,",William Weston Gallery,London,1979,,6 x 4 in,very good,35 works,
471,"Legros, Alphonse",,"Alphonse Legros (1837-1911)Etchings, Drypoints and Lithographs in the colletion of Frank E. Bliss; printed for private circulati",,London,1923,,10 x 7 in,,"preface by Campbell Dodgson, C.B.E.; 175 pp. + 111 plates; softcover; fine in linen clamshell box, tan cloth with gold letters; rare",
472,,,"The Etchings, Drypoints and Lithographs of Alphonse Legros, 1837-1911",,,,,10 x 7 in,,"being a lecture delivered to the Print Collectors' Club on Friday, November 20th, 1931 by Harold J.L. Wright; publication 13, The Print Collectors' Club, London, 1934; 23 pp, + 17 plates; on first blank page inscription in ink, $apos;Envoi, To Mrs. Emma Victor Smith, This, my tribute to the master work of Alphonse Legros, hoping that in reading it the pleasant memories of our many chats about Fine Prints may prove to be for her $apos;emotions remembered in tranquility$apos; in Mr. Dodgson$apos;s fine phrase as Legros$apos; memories of his beloved France were to him. Harold J.L. Wright, Dec. 31st, 1934.Ó  Top right of page, in ink $apos;W.C.Goddard.$apos;; stiff boards, marbled paper; v.g., some light foxing, not on printed matter",
473,"Leighton, Clare",Pat Jaffe,The Wood Engravings of Clare Leighton,Silent Books,Cambridge (UK),1992,,11 x 8 in,,"hardbound, black cloth with gold letters, d.j., 160 pp.",
474,,,"Clare Leighton, an Exhibition: American Sheaves, English Seed Corn",Boston Public Library,,,,10 x 7,fine,"n.d., 28 pp., intro. by William Dolan Fletcher, soft cover",
475,"Lepere, Auguste (Louis-Auguste)",Charles Saunier,"A. Lepere, 1849-1918, Peintre et Graveur, Decorateur de Livres",Maurice Le Garrec,Paris,1931,,13 in x 9 in,,"n French; 284 pp., uncut; numbered 98 of 150 examples on Madagascar paper, sans Ò7 planches originales hors-texteÓ, softbound in green paper with brown letters; slight cracking top and bottom of spine, otherwise very fine in specially made clamshell box, green cloth with gold letters",
476,,,"Auguste Lepere, 1849-1918",Societe Crocus Saint-Sebastian,,1988,,10 x 8 in,fine,"206 pp., includes bibliography, biography, figures associated with Lepere, exhibitions history; 220 works listed; softcover",
477,,,Auguste Lepere    Catalogue 10,Pillsbury Fine Prints,"NY, Paris",1990,,9 in x 7,fine,"unpag., 86 works listed; softcover",
478,,,"Etchings by Auguste Lepere (1849-1918), M. Lotz-Brissonneau Collection",M. Knoedler & Co.,NY,1921,,8 x 6,fine,"55 pp., 499 works listed; softcover",
479,"Levine, Jack                       ",Kenneth W. Prescott and Emma Stina-Prescott,The Complete Graphic Work of Jack Levine,Dover,NY,1984,,12 in x 9 in,fine,81 plates; softbound,
480,"Lewis, Martin",Paul McCarron,"The Prints of Martin Lewis, a Catalogue Raisonne",M. Hausberg,"Bronxville, NY",1995,,12 x 9,as new,"277 pp., 147 works; hardcover, bound in Brilllianta cloth (blue with gold letters), d.j.",
481,,,"Prints by Martin Lewis, an American Master","Founders Society, Detroit Institute of Arts",,1991,,11 x 8 in,as new,"16 pp., 112 works listed; intro. by Christine Swenson; softcover",
482,,,"The Art of Martin Lewis, 1881-1962    exhibition catalogue","Herbert F. Johnson Museum of Art, Cornell University","Ithaca, NY",1983,,9 in x 9,fine,"foreword by Thomas W. Leavitt; text by Barbara Blackwell; 54 pp., 130 works listed; softcover",
483,,,"Martin Lewis, exhibition catalogue",Kennedy Galleries,NY,1982,,10 x 7,as new,"unpag., (13 pp.)",
484,"Leyden, Lucas van",Ellen S. Jacobowitz and Stephanie Loeb Stepanek,The Prints of Lucas van Leyden and His Contemporaries,National Gallery of Art,"Washington,",1983,,11 x 8 in,as new,"336 pp., bound in Strathmore double-thick paper",
485,"Leyendecker, Joseph C.          ",Michael Schau,J.C. Leyendecker ,Watson Guptill Pub.,NY,1974,,12 in x 9 in,fine,"208 pp., hardbound (light linen with red letters), 3 small tears in d.j.",
486,"Lichtenstein, Roy",Mary Lee Corlett,"The Prints of Roy Lichtenstein, a Catalogue Raisonne 1948-1993",Hudson Hills Press,NY,1994,,12 in x 9 in,as new,"intro. by Ruth E. Fine, 328 pp., hardbound (green, embossment of head on front cover; silver letters)",
487,"Liebermann, Max",,Max Liebermanns Graphische Kunst,Verlag Ernst Arnold,Dresden,1920,,10 x 7 in,fine,"intro. by Max J. Friedlander; 27 pp. + 93 plates; in German; Vol. I, Arnolds Graphische Bucher; hardcover (thick boards); top inÓ spine missing, corners rubbed, interior fine",
488,,,Max Liebermanns Graphische Kunst,Verlag Ernst Arnold,Dresden,1920,,10 x 7 in,,"intro. by Max J. Friedlander; 27 pp. + 93 plates; in German; Vol. I, Arnolds Graphische Bucher; hardcover (thick boards, marbled), half leather (rubbed at edges), ribbed spine, gold letters; interior very fine, inscription in ink, Dec. 1922, on first title page",
489,"Lipchitz, Jacques",,"Jacques Lipchitz, a Retrospective Selected by the Artist",exhibition catalogue UCLA Art Galleries,Los Angeles,1963,,11 x 8 in,very good,"interview with the artist by Frederick S. Wight (1961); 72 pp., 143 works listed; softbound",
490,"Longo, Vincent",,"Vincent Longo, Print Retrospective 1954-1970",The Corcoran Gallery of Art,,,,9 x 9,fine,"Washington, 1970, foreword by Renato G. Danese, intro. by Gene Baro, unpag., 110 works; inscribed in ink on first page of introduction $apos;to Arnold, best of luck, Vincent Longo, 10/22/70$apos;; soft cover",
491,"Lord, Elyse",Malcolm C. Salaman,"Elyse Lord; Vol. I, Masters of the Colour Print",The Studio,London,1927,,12 x 9 in,,"8 color plates (ÒBlackmore Tintex PrintsÓ); bound in thick decorated boards; in ink inside front cover, $apos;Dorothy Dings Kohlen, Kohlen, Wis.$apos;, spine cracked, interior fine",
492,,Janet Flint,"The Prints of Louis Lozowick, a Catalogue Raisonne",,,,,12 in x 9 in,as new,"foreword by Alfred P. Maurice; Hudson Hills Press, NY, 1982; 223 pp., hardbound, brown cloth with gold letters; d.j.",
493,,,"Louis Lozowick, a Centennial Exhibition of Paintings, Drawings and Prints",Associated American Artists,NY,1992,,11 x 8 in,as new,"intro. by Virginia Marquardt; 23 pp., 56 works; softbound",
494,,,Lithographs of Louis Lozowick (1892-1973),exhibition catalogue Hirschl & Adler Galleries,NY,1986,,10 x 7 in,fine,48 works; softcover,
495,,,The Prints of Louis Lozowick     exhibition catalogue,Associate American Artists,NY,1982,,9 x 6,fine,"intro. by Sylvan Cole, Jr., 83 works; softcover",
496,"Lucioni, Luigi",Stuart P. Embury,"The Etchings of Luigi Lucioni, a Catalogue Raisonne",,,,,11 in x 8 in,fine,"intro. by Sylvan Cole, Jr.; 1984; 92 pp., hard cover;  on introduction page, in ink, ÒTo Arnold Klein, Sylvan Cole Jr.",
497,"Lum, Bertha",Mary Evans O$apos;Keefe Gravalos and Carol Pulin,Bertha Lum,Smithsonian Institution Press,Washington & London,1991,,10 x 8,fine,"112 pp., softcover",
498,,Edouard Andre,"Alexandre Lunois, Peintre Graveur et Lithographe",H. Floury,Paris,1914,,10 in x 8,fine,"in French; 246 pp., original etching ÒSelf PortraitÓ by Lunois, frontispiece; portrait etching by Lunois opposite p. 196; spine weakening; pages uncut; softbound, on cover, woman playing instrument; in special  (recent) clamshell box, brown cloth with gold letters; interior fine; rare",
499,"Lunois, Alexandre               ",,"Alexandre Lunois, 1863-1916, exhibition catalogue",William Weston Gallery,London,1980,,6 x 4 in,fine,43 works; softbound,
500,"MacLaughlan, Donald Shaw       ",,"Donald Shaw MacLaughlan, 1876-1938, a Re-introduction, Etchings, Drawings & Watercolors",Harbor Gallery,NY,,,8 in x 5 in,fine,"n.d.; 48 pp., 72 works; softcover",
501,"Maillol, Aristide","Rewald, John, ed.",The Woodcuts of Aristide Maillol    A complete catalogue with 176 illustrations introduced and edited by John Rewald,Pantheon Books,NY,1951,,10 in x 7 in,fine,"162 pp., hardbound (dark blue with gold letters, image on front cover); d.j. (repair at top of spine)",
502,"Mair, Kurt                              ",,"Kurt Mair, Radierungen und Zeichnungen Karlsruhe, n.d. (c. 1997)",,,,,8 in x 8 in,as new,"in German; intro. by Marcello Salvati, unpag.",
503,"Manet, Edouard",Anne Coffin Hanson,Edouard Manet 1832-1883 catalog,"Philadelphia Museum of Art, Art Institute of Chicago",,1966,,9 in x 7 in,fine,"207 pp., softcover",
504,,,"Edouard Manet, a Selection of Etchings and LithographsÉ,",William Weston Gallery,London,1979,,6 x 4 in,fine,38 works; softbound,
505,"Marin, John",Carl Zigrosser,"The Complete Etchings of John Marin, a fully illustrated and annotated catalogue raisonne",Philadelphia Museum of Art,,1969,,12 x 9,very good,"unpag., 180works; softbound",
